UnixTime,104,107,10A,10B,10E,110,202
459,平飞,平飞,平飞,平飞,平飞,静止,平飞
460,平飞,平飞,平飞,平飞,平飞,静止,平飞
461,平飞,平飞,平飞,平飞,平飞,静止,平飞
462,平飞,平飞,平飞,平飞,平飞,静止,平飞
463,平飞,平飞,平飞,平飞,平飞,静止,平飞
464,平飞,平飞,平飞,平飞,平飞,静止,平飞
465,平飞,平飞,平飞,平飞,平飞,静止,平飞
466,平飞,平飞,平飞,平飞,平飞,静止,平飞
467,平飞,平飞,平飞,平飞,平飞,静止,平飞
468,平飞,平飞,平飞,平飞,平飞,静止,平飞
469,平飞,平飞,平飞,平飞,平飞,静止,平飞
470,平飞,平飞,平飞,平飞,平飞,静止,平飞
471,平飞,平飞,平飞,平飞,平飞,静止,平飞
472,平飞,平飞,平飞,平飞,平飞,静止,平飞
473,平飞,平飞,平飞,平飞,平飞,静止,平飞
474,平飞,平飞,平飞,平飞,平飞,静止,平飞
475,平飞,平飞,平飞,平飞,平飞,静止,平飞
476,平飞,平飞,平飞,平飞,平飞,静止,平飞
477,平飞,平飞,平飞,平飞,平飞,静止,平飞
478,平飞,平飞,平飞,平飞,平飞,静止,平飞
479,平飞,平飞,平飞,平飞,平飞,静止,平飞
480,平飞,平飞,平飞,平飞,平飞,静止,平飞
481,平飞,平飞,平飞,平飞,平飞,静止,平飞
482,平飞,平飞,平飞,平飞,平飞,静止,平飞
483,平飞,平飞,平飞,平飞,平飞,静止,平飞
484,平飞,平飞,平飞,平飞,平飞,静止,平飞
485,平飞,平飞,平飞,平飞,平飞,静止,平飞
486,平飞,平飞,平飞,平飞,平飞,静止,平飞
487,平飞,平飞,平飞,平飞,平飞,静止,平飞
488,平飞,平飞,平飞,平飞,平飞,静止,平飞
489,平飞,平飞,平飞,平飞,平飞,静止,平飞
490,平飞,平飞,平飞,平飞,平飞,静止,平飞
491,平飞,平飞,平飞,平飞,平飞,静止,平飞
492,平飞,平飞,平飞,平飞,平飞,静止,平飞
493,平飞,平飞,平飞,平飞,平飞,静止,平飞
494,平飞,平飞,平飞,平飞,平飞,静止,平飞
495,平飞,平飞,平飞,平飞,平飞,静止,平飞
496,平飞,平飞,平飞,平飞,平飞,静止,平飞
497,平飞,平飞,平飞,平飞,平飞,静止,平飞
498,平飞,平飞,平飞,平飞,平飞,静止,平飞
499,平飞,平飞,平飞,平飞,平飞,静止,平飞
500,平飞,平飞,平飞,平飞,平飞,静止,平飞
501,平飞,平飞,平飞,平飞,平飞,静止,平飞
502,平飞,平飞,平飞,平飞,平飞,静止,平飞
503,平飞,平飞,平飞,平飞,平飞,静止,平飞
504,平飞,平飞,平飞,平飞,平飞,静止,平飞
505,平飞,平飞,平飞,平飞,平飞,静止,平飞
506,平飞,平飞,平飞,平飞,平飞,静止,平飞
507,平飞,平飞,平飞,平飞,平飞,静止,平飞
508,平飞,平飞,平飞,平飞,平飞,静止,平飞
509,平飞,平飞,平飞,平飞,平飞,静止,平飞
510,平飞,平飞,平飞,平飞,平飞,静止,平飞
511,平飞,平飞,平飞,平飞,平飞,静止,平飞
512,平飞,平飞,平飞,平飞,平飞,静止,平飞
513,平飞,平飞,平飞,平飞,平飞,静止,平飞
514,平飞,平飞,平飞,平飞,平飞,静止,平飞
515,平飞,平飞,平飞,平飞,平飞,静止,平飞
516,平飞,平飞,平飞,平飞,平飞,静止,平飞
517,平飞,平飞,平飞,平飞,平飞,静止,平飞
518,平飞,平飞,平飞,平飞,平飞,静止,平飞
519,平飞,平飞,平飞,平飞,平飞,静止,平飞
520,平飞,平飞,平飞,平飞,平飞,静止,平飞
521,平飞,平飞,平飞,平飞,平飞,静止,平飞
522,平飞,平飞,平飞,平飞,平飞,静止,平飞
523,平飞,平飞,平飞,平飞,平飞,静止,平飞
524,平飞,平飞,平飞,平飞,平飞,静止,平飞
525,平飞,平飞,平飞,平飞,平飞,静止,平飞
526,平飞,平飞,平飞,平飞,平飞,静止,平飞
527,平飞,平飞,平飞,平飞,平飞,静止,平飞
528,平飞,平飞,平飞,平飞,平飞,静止,平飞
529,平飞,平飞,平飞,平飞,平飞,静止,平飞
530,平飞,平飞,平飞,平飞,平飞,静止,平飞
531,平飞,平飞,平飞,平飞,平飞,静止,平飞
532,平飞,平飞,平飞,平飞,平飞,静止,平飞
533,平飞,平飞,平飞,平飞,平飞,静止,平飞
534,平飞,平飞,平飞,平飞,平飞,静止,平飞
535,平飞,平飞,平飞,平飞,平飞,静止,平飞
536,平飞,平飞,平飞,平飞,平飞,静止,平飞
537,平飞,平飞,平飞,平飞,平飞,静止,平飞
538,平飞,平飞,平飞,平飞,平飞,静止,平飞
539,平飞,平飞,平飞,平飞,平飞,静止,平飞
540,平飞,平飞,平飞,平飞,平飞,静止,平飞
541,平飞,平飞,平飞,平飞,平飞,静止,平飞
542,平飞,平飞,平飞,平飞,平飞,静止,平飞
543,平飞,平飞,平飞,平飞,平飞,静止,平飞
544,平飞,平飞,平飞,平飞,平飞,静止,平飞
545,平飞,平飞,平飞,平飞,平飞,静止,平飞
546,平飞,平飞,平飞,平飞,平飞,静止,平飞
547,平飞,平飞,平飞,平飞,平飞,静止,平飞
548,平飞,平飞,平飞,平飞,平飞,静止,平飞
549,平飞,平飞,平飞,平飞,平飞,静止,平飞
550,平飞,平飞,平飞,平飞,平飞,静止,平飞
551,平飞,平飞,平飞,平飞,平飞,静止,平飞
552,平飞,平飞,平飞,平飞,平飞,静止,平飞
553,平飞,平飞,平飞,平飞,平飞,静止,平飞
554,平飞,平飞,平飞,平飞,平飞,静止,平飞
555,平飞,平飞,平飞,平飞,平飞,静止,平飞
556,平飞,平飞,平飞,平飞,平飞,静止,平飞
557,平飞,平飞,平飞,平飞,平飞,静止,平飞
558,平飞,平飞,平飞,平飞,平飞,静止,平飞
559,平飞,平飞,平飞,平飞,平飞,静止,平飞
560,平飞,平飞,平飞,平飞,平飞,静止,平飞
561,平飞,平飞,平飞,平飞,平飞,静止,平飞
562,平飞,平飞,平飞,平飞,平飞,静止,平飞
563,平飞,平飞,平飞,平飞,平飞,静止,平飞
564,平飞,平飞,平飞,平飞,平飞,静止,平飞
565,平飞,平飞,平飞,平飞,平飞,静止,平飞
566,平飞,平飞,平飞,平飞,平飞,静止,平飞
567,平飞,平飞,平飞,平飞,平飞,静止,平飞
568,平飞,平飞,平飞,平飞,平飞,静止,平飞
569,平飞,平飞,平飞,平飞,平飞,静止,平飞
570,平飞,平飞,平飞,平飞,平飞,静止,平飞
571,平飞,平飞,平飞,平飞,平飞,静止,平飞
572,平飞,平飞,平飞,平飞,平飞,静止,平飞
573,平飞,平飞,平飞,平飞,平飞,静止,平飞
574,平飞,平飞,平飞,平飞,平飞,静止,平飞
575,平飞,平飞,平飞,平飞,平飞,静止,平飞
576,平飞,平飞,平飞,平飞,平飞,静止,平飞
577,平飞,平飞,平飞,平飞,平飞,静止,平飞
578,平飞,平飞,平飞,平飞,平飞,静止,平飞
579,平飞,平飞,平飞,平飞,平飞,静止,平飞
580,平飞,平飞,平飞,平飞,平飞,静止,平飞
581,平飞,平飞,平飞,平飞,平飞,静止,平飞
582,平飞,平飞,平飞,平飞,平飞,静止,平飞
583,平飞,平飞,平飞,平飞,平飞,静止,平飞
584,平飞,平飞,平飞,平飞,平飞,静止,平飞
585,平飞,平飞,平飞,平飞,平飞,静止,平飞
586,平飞,平飞,平飞,平飞,平飞,静止,平飞
587,平飞,平飞,平飞,平飞,平飞,静止,平飞
588,平飞,平飞,平飞,平飞,平飞,静止,平飞
589,平飞,平飞,平飞,平飞,平飞,静止,平飞
590,平飞,平飞,平飞,平飞,平飞,静止,平飞
591,平飞,平飞,平飞,平飞,平飞,静止,平飞
592,平飞,平飞,平飞,平飞,平飞,静止,平飞
593,平飞,平飞,平飞,平飞,平飞,静止,平飞
594,平飞,平飞,平飞,平飞,平飞,静止,平飞
595,平飞,平飞,平飞,平飞,平飞,静止,平飞
596,平飞,平飞,平飞,平飞,平飞,静止,平飞
597,平飞,平飞,平飞,平飞,平飞,静止,平飞
598,平飞,平飞,平飞,平飞,平飞,静止,平飞
599,平飞,平飞,平飞,平飞,平飞,静止,平飞
600,平飞,平飞,平飞,平飞,平飞,静止,平飞
601,平飞,平飞,平飞,平飞,平飞,静止,平飞
602,平飞,平飞,平飞,平飞,平飞,静止,平飞
603,平飞,平飞,平飞,平飞,平飞,静止,平飞
604,平飞,平飞,平飞,平飞,平飞,静止,平飞
605,平飞,平飞,平飞,平飞,平飞,静止,平飞
606,平飞,平飞,平飞,平飞,平飞,静止,平飞
607,平飞,平飞,平飞,平飞,平飞,静止,平飞
608,平飞,平飞,平飞,平飞,平飞,静止,平飞
609,平飞,平飞,平飞,平飞,平飞,静止,平飞
610,平飞,平飞,平飞,平飞,平飞,静止,平飞
611,平飞,平飞,平飞,平飞,平飞,静止,平飞
612,平飞,平飞,平飞,平飞,平飞,静止,平飞
613,平飞,平飞,平飞,平飞,平飞,静止,平飞
614,平飞,平飞,平飞,平飞,平飞,静止,平飞
615,平飞,平飞,平飞,平飞,平飞,静止,平飞
616,平飞,平飞,平飞,平飞,平飞,静止,平飞
617,平飞,平飞,平飞,平飞,平飞,静止,平飞
618,平飞,平飞,平飞,平飞,平飞,静止,平飞
619,平飞,平飞,平飞,平飞,平飞,静止,平飞
620,平飞,平飞,平飞,平飞,平飞,静止,平飞
621,平飞,平飞,平飞,平飞,平飞,静止,平飞
622,平飞,平飞,平飞,平飞,平飞,静止,平飞
623,平飞,平飞,平飞,平飞,平飞,静止,平飞
624,平飞,平飞,平飞,平飞,平飞,静止,平飞
625,平飞,平飞,平飞,平飞,平飞,静止,平飞
626,平飞,平飞,平飞,平飞,平飞,静止,平飞
627,平飞,平飞,平飞,平飞,平飞,静止,平飞
628,平飞,平飞,平飞,平飞,平飞,静止,平飞
629,平飞,平飞,平飞,平飞,平飞,静止,平飞
630,平飞,平飞,平飞,平飞,平飞,静止,平飞
631,平飞,平飞,平飞,平飞,平飞,静止,平飞
632,平飞,平飞,平飞,平飞,平飞,静止,平飞
633,平飞,平飞,平飞,平飞,平飞,静止,平飞
634,平飞,平飞,平飞,平飞,平飞,静止,平飞
635,平飞,平飞,平飞,平飞,平飞,静止,平飞
636,平飞,平飞,平飞,平飞,平飞,静止,平飞
637,平飞,平飞,平飞,平飞,平飞,静止,平飞
638,平飞,平飞,平飞,平飞,平飞,静止,平飞
639,平飞,平飞,平飞,平飞,平飞,静止,平飞
640,平飞,平飞,平飞,平飞,平飞,静止,平飞
641,平飞,平飞,平飞,平飞,平飞,静止,平飞
642,平飞,平飞,平飞,平飞,平飞,静止,平飞
643,平飞,平飞,平飞,平飞,平飞,静止,平飞
644,平飞,平飞,平飞,平飞,平飞,静止,平飞
645,平飞,平飞,平飞,平飞,平飞,静止,平飞
646,平飞,平飞,平飞,平飞,平飞,静止,平飞
647,平飞,平飞,平飞,平飞,平飞,静止,平飞
648,平飞,平飞,平飞,平飞,平飞,静止,平飞
649,平飞,平飞,平飞,平飞,平飞,静止,平飞
650,平飞,平飞,平飞,平飞,平飞,静止,平飞
651,平飞,平飞,平飞,平飞,平飞,静止,平飞
652,平飞,平飞,平飞,平飞,平飞,静止,平飞
653,平飞,平飞,平飞,平飞,平飞,静止,平飞
654,平飞,平飞,平飞,平飞,平飞,静止,平飞
655,平飞,平飞,平飞,平飞,平飞,静止,平飞
656,平飞,平飞,平飞,平飞,平飞,静止,平飞
657,平飞,平飞,平飞,平飞,平飞,静止,平飞
658,平飞,平飞,平飞,平飞,平飞,静止,平飞
659,平飞,平飞,平飞,平飞,平飞,静止,平飞
660,平飞,平飞,平飞,平飞,平飞,静止,平飞
661,平飞,平飞,平飞,平飞,平飞,静止,平飞
662,平飞,平飞,平飞,平飞,平飞,静止,平飞
663,平飞,平飞,平飞,平飞,平飞,静止,平飞
664,平飞,平飞,平飞,平飞,平飞,静止,平飞
665,平飞,平飞,平飞,平飞,平飞,静止,平飞
666,平飞,平飞,平飞,平飞,平飞,静止,平飞
667,平飞,平飞,平飞,平飞,平飞,静止,平飞
668,平飞,平飞,平飞,平飞,平飞,静止,平飞
669,平飞,平飞,平飞,平飞,平飞,静止,平飞
670,平飞,平飞,平飞,平飞,平飞,静止,平飞
671,平飞,平飞,平飞,平飞,平飞,静止,平飞
672,平飞,平飞,平飞,平飞,平飞,静止,平飞
673,平飞,平飞,平飞,平飞,平飞,静止,平飞
674,平飞,平飞,平飞,平飞,平飞,静止,平飞
675,平飞,平飞,平飞,平飞,平飞,静止,平飞
676,平飞,平飞,平飞,平飞,平飞,静止,平飞
677,平飞,平飞,平飞,平飞,平飞,静止,平飞
678,平飞,平飞,平飞,平飞,平飞,静止,平飞
679,平飞,平飞,平飞,平飞,平飞,静止,平飞
680,平飞,平飞,平飞,平飞,平飞,静止,平飞
681,平飞,平飞,平飞,平飞,平飞,静止,平飞
682,平飞,平飞,平飞,平飞,平飞,静止,平飞
683,平飞,平飞,平飞,平飞,平飞,静止,平飞
684,平飞,平飞,平飞,平飞,平飞,静止,平飞
685,平飞,平飞,平飞,平飞,平飞,静止,平飞
686,平飞,平飞,平飞,平飞,平飞,静止,平飞
687,平飞,平飞,平飞,平飞,平飞,静止,平飞
688,平飞,平飞,平飞,平飞,平飞,静止,平飞
689,平飞,平飞,平飞,平飞,平飞,静止,平飞
690,平飞,平飞,平飞,平飞,平飞,静止,平飞
691,平飞,平飞,平飞,平飞,平飞,静止,平飞
692,平飞,平飞,平飞,平飞,平飞,静止,平飞
693,平飞,平飞,平飞,平飞,平飞,静止,平飞
694,平飞,平飞,平飞,平飞,平飞,静止,平飞
695,平飞,平飞,平飞,平飞,平飞,静止,平飞
696,平飞,平飞,平飞,平飞,平飞,静止,平飞
697,平飞,平飞,平飞,平飞,平飞,静止,平飞
698,平飞,平飞,平飞,平飞,平飞,静止,平飞
699,平飞,平飞,平飞,平飞,平飞,静止,平飞
700,平飞,平飞,平飞,平飞,平飞,静止,平飞
701,平飞,平飞,平飞,平飞,平飞,静止,平飞
702,平飞,平飞,平飞,平飞,平飞,静止,平飞
703,平飞,平飞,平飞,平飞,平飞,静止,平飞
704,平飞,平飞,平飞,平飞,平飞,静止,平飞
705,平飞,平飞,平飞,平飞,平飞,静止,平飞
706,平飞,平飞,平飞,平飞,平飞,静止,平飞
707,平飞,平飞,平飞,平飞,平飞,静止,平飞
708,平飞,平飞,平飞,平飞,平飞,静止,平飞
709,平飞,平飞,平飞,平飞,平飞,上升飞行,平飞
710,平飞,平飞,平飞,平飞,平飞,平飞,平飞
711,平飞,平飞,平飞,平飞,平飞,平飞,平飞
712,平飞,平飞,平飞,平飞,平飞,平飞,平飞
713,平飞,平飞,平飞,平飞,平飞,平飞,平飞
714,平飞,平飞,平飞,平飞,平飞,平飞,平飞
715,平飞,平飞,平飞,平飞,平飞,平飞,平飞
716,平飞,平飞,平飞,平飞,平飞,平飞,平飞
717,平飞,平飞,平飞,平飞,平飞,平飞,平飞
718,平飞,平飞,平飞,平飞,平飞,平飞,平飞
719,平飞,平飞,平飞,平飞,平飞,平飞,平飞
720,平飞,平飞,平飞,平飞,平飞,平飞,平飞
721,平飞,平飞,平飞,平飞,平飞,平飞,平飞
722,平飞,平飞,平飞,平飞,平飞,平飞,平飞
723,平飞,平飞,平飞,平飞,平飞,平飞,平飞
724,平飞,平飞,平飞,平飞,平飞,平飞,平飞
725,平飞,平飞,平飞,平飞,平飞,平飞,平飞
726,平飞,平飞,平飞,平飞,平飞,平飞,平飞
727,平飞,平飞,平飞,平飞,平飞,平飞,平飞
728,平飞,平飞,平飞,平飞,平飞,平飞,平飞
729,平飞,平飞,平飞,平飞,平飞,平飞,平飞
730,平飞,平飞,平飞,平飞,平飞,平飞,平飞
731,平飞,平飞,平飞,平飞,平飞,平飞,平飞
732,平飞,平飞,平飞,平飞,平飞,平飞,平飞
733,平飞,平飞,平飞,平飞,平飞,平飞,平飞
734,平飞,平飞,平飞,平飞,平飞,平飞,平飞
735,平飞,平飞,平飞,平飞,平飞,平飞,平飞
736,平飞,平飞,平飞,平飞,平飞,平飞,平飞
737,平飞,平飞,平飞,平飞,平飞,平飞,平飞
738,平飞,平飞,平飞,平飞,平飞,平飞,平飞
739,平飞,平飞,平飞,平飞,平飞,平飞,平飞
740,平飞,平飞,平飞,平飞,平飞,平飞,平飞
741,平飞,平飞,平飞,平飞,平飞,平飞,平飞
742,平飞,平飞,平飞,平飞,平飞,平飞,平飞
743,平飞,平飞,平飞,平飞,平飞,平飞,平飞
744,平飞,平飞,平飞,平飞,平飞,平飞,平飞
745,平飞,平飞,平飞,平飞,平飞,平飞,平飞
746,平飞,平飞,平飞,平飞,平飞,平飞,平飞
747,平飞,平飞,平飞,平飞,平飞,平飞,平飞
748,平飞,平飞,平飞,平飞,平飞,平飞,平飞
749,平飞,平飞,平飞,平飞,平飞,平飞,平飞
750,平飞,平飞,平飞,平飞,平飞,平飞,平飞
751,平飞,平飞,平飞,平飞,平飞,平飞,平飞
752,平飞,平飞,平飞,平飞,平飞,平飞,平飞
753,平飞,平飞,平飞,平飞,平飞,平飞,平飞
754,平飞,平飞,平飞,平飞,平飞,平飞,平飞
755,平飞,平飞,平飞,平飞,平飞,平飞,平飞
756,平飞,平飞,平飞,平飞,平飞,平飞,平飞
757,平飞,平飞,平飞,平飞,平飞,平飞,平飞
758,平飞,平飞,平飞,平飞,平飞,平飞,平飞
759,平飞,平飞,平飞,平飞,平飞,平飞,平飞
760,平飞,平飞,平飞,平飞,平飞,平飞,平飞
761,平飞,平飞,平飞,平飞,平飞,平飞,平飞
762,平飞,平飞,平飞,平飞,平飞,平飞,平飞
763,平飞,平飞,平飞,平飞,平飞,平飞,平飞
764,平飞,平飞,平飞,平飞,平飞,平飞,平飞
765,平飞,平飞,平飞,平飞,平飞,平飞,平飞
766,平飞,平飞,平飞,平飞,平飞,平飞,平飞
767,平飞,平飞,平飞,平飞,平飞,平飞,平飞
768,平飞,平飞,平飞,平飞,平飞,平飞,平飞
769,平飞,平飞,平飞,平飞,平飞,平飞,平飞
770,平飞,平飞,平飞,平飞,平飞,平飞,平飞
771,平飞,平飞,平飞,平飞,平飞,平飞,平飞
772,平飞,平飞,平飞,平飞,平飞,平飞,平飞
773,平飞,平飞,平飞,平飞,平飞,平飞,平飞
774,平飞,平飞,平飞,平飞,平飞,平飞,平飞
775,平飞,平飞,平飞,平飞,平飞,平飞,平飞
776,平飞,平飞,平飞,平飞,平飞,平飞,平飞
777,平飞,平飞,平飞,平飞,平飞,平飞,平飞
778,平飞,平飞,平飞,平飞,平飞,平飞,平飞
779,平飞,平飞,平飞,平飞,平飞,平飞,平飞
780,平飞,平飞,平飞,平飞,平飞,平飞,平飞
781,平飞,平飞,平飞,平飞,平飞,平飞,平飞
782,平飞,平飞,平飞,平飞,平飞,平飞,平飞
783,平飞,平飞,平飞,平飞,平飞,平飞,平飞
784,平飞,平飞,平飞,平飞,平飞,平飞,平飞
785,平飞,平飞,平飞,平飞,平飞,平飞,平飞
786,平飞,平飞,平飞,平飞,平飞,平飞,平飞
787,平飞,平飞,平飞,平飞,平飞,平飞,平飞
788,平飞,平飞,平飞,平飞,平飞,平飞,平飞
789,平飞,平飞,平飞,平飞,平飞,平飞,平飞
790,平飞,平飞,平飞,平飞,平飞,平飞,平飞
791,平飞,平飞,平飞,平飞,平飞,平飞,平飞
792,平飞,平飞,平飞,平飞,平飞,平飞,平飞
793,平飞,平飞,平飞,平飞,平飞,平飞,平飞
794,平飞,平飞,平飞,平飞,平飞,平飞,平飞
795,平飞,平飞,平飞,平飞,平飞,平飞,平飞
796,平飞,平飞,平飞,平飞,平飞,平飞,平飞
797,平飞,平飞,平飞,平飞,平飞,平飞,平飞
798,平飞,平飞,平飞,平飞,平飞,平飞,平飞
799,平飞,平飞,平飞,平飞,平飞,平飞,平飞
800,平飞,平飞,平飞,平飞,平飞,平飞,平飞
801,平飞,平飞,平飞,平飞,平飞,平飞,平飞
802,平飞,平飞,平飞,平飞,平飞,平飞,平飞
803,平飞,平飞,平飞,平飞,平飞,平飞,平飞
804,平飞,平飞,平飞,平飞,平飞,平飞,平飞
805,平飞,平飞,平飞,平飞,平飞,平飞,平飞
806,平飞,平飞,平飞,平飞,平飞,平飞,平飞
807,平飞,平飞,平飞,平飞,平飞,平飞,平飞
808,平飞,平飞,平飞,平飞,平飞,平飞,平飞
809,平飞,平飞,平飞,平飞,平飞,平飞,平飞
810,平飞,平飞,平飞,平飞,平飞,平飞,平飞
811,平飞,平飞,平飞,平飞,平飞,平飞,平飞
812,平飞,平飞,平飞,平飞,平飞,平飞,平飞
813,平飞,平飞,平飞,平飞,平飞,平飞,平飞
814,平飞,平飞,平飞,平飞,平飞,平飞,平飞
815,平飞,平飞,平飞,平飞,平飞,平飞,平飞
816,平飞,平飞,平飞,平飞,平飞,平飞,平飞
817,平飞,平飞,平飞,平飞,平飞,平飞,平飞
818,平飞,平飞,平飞,平飞,平飞,平飞,平飞
819,平飞,平飞,平飞,平飞,平飞,平飞,平飞
820,平飞,平飞,平飞,平飞,平飞,平飞,平飞
821,平飞,平飞,平飞,平飞,平飞,平飞,平飞
822,平飞,平飞,平飞,平飞,平飞,平飞,平飞
823,平飞,平飞,平飞,平飞,平飞,平飞,平飞
824,平飞,平飞,平飞,平飞,平飞,平飞,平飞
825,平飞,平飞,平飞,平飞,平飞,平飞,平飞
826,平飞,平飞,平飞,平飞,平飞,平飞,平飞
827,平飞,平飞,平飞,平飞,平飞,平飞,平飞
828,平飞,平飞,平飞,平飞,平飞,平飞,平飞
829,平飞,平飞,平飞,平飞,平飞,平飞,平飞
830,平飞,平飞,平飞,平飞,平飞,平飞,平飞
831,平飞,平飞,平飞,平飞,平飞,平飞,平飞
832,平飞,平飞,平飞,平飞,平飞,平飞,平飞
833,平飞,平飞,平飞,平飞,平飞,平飞,平飞
834,平飞,平飞,平飞,平飞,平飞,平飞,平飞
835,平飞,平飞,平飞,平飞,平飞,平飞,平飞
836,平飞,平飞,平飞,平飞,平飞,平飞,平飞
837,平飞,平飞,平飞,平飞,平飞,平飞,平飞
838,平飞,平飞,平飞,平飞,平飞,平飞,平飞
839,平飞,平飞,平飞,平飞,平飞,平飞,平飞
840,平飞,平飞,平飞,平飞,平飞,平飞,平飞
841,平飞,平飞,平飞,平飞,平飞,平飞,平飞
842,平飞,平飞,平飞,平飞,平飞,平飞,平飞
843,平飞,平飞,平飞,平飞,平飞,平飞,平飞
844,平飞,平飞,平飞,平飞,平飞,平飞,平飞
845,平飞,平飞,平飞,平飞,平飞,平飞,平飞
846,平飞,平飞,平飞,平飞,平飞,平飞,平飞
847,平飞,平飞,平飞,平飞,平飞,平飞,平飞
848,平飞,平飞,平飞,平飞,平飞,平飞,平飞
849,平飞,平飞,平飞,平飞,平飞,平飞,平飞
850,平飞,平飞,平飞,平飞,平飞,平飞,平飞
851,平飞,平飞,平飞,平飞,平飞,平飞,平飞
852,平飞,平飞,平飞,平飞,平飞,平飞,平飞
853,平飞,平飞,平飞,平飞,平飞,平飞,平飞
854,平飞,平飞,平飞,平飞,平飞,平飞,平飞
855,平飞,平飞,平飞,平飞,平飞,平飞,平飞
856,平飞,平飞,平飞,平飞,平飞,平飞,平飞
857,平飞,平飞,平飞,平飞,平飞,平飞,平飞
858,平飞,平飞,平飞,平飞,平飞,平飞,平飞
859,平飞,平飞,平飞,平飞,平飞,平飞,平飞
860,平飞,平飞,平飞,平飞,平飞,平飞,平飞
861,平飞,平飞,平飞,平飞,平飞,平飞,平飞
862,平飞,平飞,平飞,平飞,平飞,平飞,平飞
863,平飞,平飞,平飞,平飞,平飞,平飞,平飞
864,平飞,平飞,平飞,平飞,平飞,平飞,平飞
865,平飞,平飞,平飞,平飞,平飞,平飞,平飞
866,平飞,平飞,平飞,平飞,平飞,平飞,平飞
867,平飞,平飞,平飞,平飞,平飞,平飞,平飞
868,平飞,平飞,平飞,平飞,平飞,平飞,平飞
869,平飞,平飞,平飞,平飞,平飞,平飞,平飞
870,平飞,平飞,平飞,平飞,平飞,平飞,平飞
871,平飞,平飞,平飞,平飞,平飞,平飞,平飞
872,平飞,平飞,平飞,平飞,平飞,平飞,平飞
873,平飞,平飞,平飞,平飞,平飞,平飞,平飞
874,平飞,平飞,平飞,平飞,平飞,平飞,平飞
875,平飞,平飞,平飞,平飞,平飞,平飞,平飞
876,平飞,平飞,平飞,平飞,平飞,平飞,平飞
877,平飞,平飞,平飞,平飞,平飞,平飞,平飞
878,平飞,平飞,平飞,平飞,平飞,平飞,平飞
879,平飞,平飞,平飞,平飞,平飞,平飞,平飞
880,平飞,平飞,平飞,平飞,平飞,平飞,平飞
881,平飞,平飞,平飞,平飞,平飞,平飞,平飞
882,平飞,平飞,平飞,平飞,平飞,平飞,平飞
883,平飞,平飞,平飞,平飞,平飞,平飞,平飞
884,平飞,平飞,平飞,平飞,平飞,平飞,平飞
885,平飞,平飞,平飞,平飞,平飞,平飞,平飞
886,平飞,平飞,平飞,平飞,平飞,平飞,平飞
887,平飞,平飞,平飞,平飞,平飞,平飞,平飞
888,平飞,平飞,平飞,平飞,平飞,平飞,平飞
889,平飞,平飞,平飞,平飞,平飞,平飞,平飞
890,平飞,平飞,平飞,平飞,平飞,平飞,平飞
891,平飞,平飞,平飞,平飞,平飞,平飞,平飞
892,平飞,平飞,平飞,平飞,平飞,平飞,平飞
893,平飞,平飞,平飞,平飞,平飞,平飞,平飞
894,平飞,平飞,平飞,平飞,平飞,平飞,平飞
895,平飞,平飞,平飞,平飞,平飞,平飞,平飞
896,平飞,平飞,平飞,平飞,平飞,平飞,平飞
897,平飞,平飞,平飞,平飞,平飞,平飞,平飞
898,平飞,平飞,平飞,平飞,平飞,平飞,平飞
899,平飞,平飞,平飞,平飞,平飞,平飞,平飞
900,平飞,平飞,平飞,平飞,平飞,平飞,平飞
901,平飞,平飞,平飞,平飞,平飞,平飞,平飞
902,平飞,平飞,平飞,平飞,平飞,平飞,平飞
903,平飞,平飞,平飞,平飞,平飞,平飞,平飞
904,平飞,平飞,平飞,平飞,平飞,平飞,平飞
905,平飞,平飞,平飞,平飞,平飞,平飞,平飞
906,平飞,平飞,平飞,平飞,平飞,平飞,平飞
907,平飞,平飞,平飞,平飞,平飞,平飞,平飞
908,平飞,平飞,平飞,平飞,平飞,平飞,平飞
909,平飞,平飞,平飞,平飞,平飞,平飞,平飞
910,平飞,平飞,平飞,平飞,平飞,平飞,平飞
911,平飞,平飞,平飞,平飞,平飞,平飞,平飞
912,平飞,平飞,平飞,平飞,平飞,平飞,平飞
913,平飞,平飞,平飞,平飞,平飞,平飞,平飞
914,平飞,平飞,平飞,平飞,平飞,平飞,平飞
