UnixTime,102,105,106,108,109,10C,10F
1,上升飞行,静止,静止,静止,静止,静止,静止
2,上升飞行,静止,静止,静止,静止,静止,静止
3,上升飞行,静止,静止,静止,静止,静止,静止
4,上升飞行,静止,静止,静止,静止,静止,静止
5,上升飞行,静止,静止,静止,静止,静止,静止
6,上升飞行,静止,静止,静止,静止,静止,静止
7,平飞,静止,静止,静止,静止,静止,静止
8,平飞,静止,静止,静止,静止,静止,静止
9,平飞,静止,静止,静止,静止,静止,静止
10,平飞,静止,静止,静止,静止,静止,静止
11,平飞,静止,静止,静止,静止,静止,静止
12,平飞,静止,静止,静止,静止,静止,静止
13,平飞,静止,静止,静止,静止,静止,静止
14,平飞,静止,静止,静止,静止,静止,静止
15,平飞,静止,静止,静止,静止,静止,静止
16,平飞,静止,静止,静止,静止,静止,静止
17,平飞,静止,静止,静止,静止,静止,静止
18,平飞,静止,静止,静止,静止,静止,静止
19,平飞,静止,静止,静止,静止,静止,静止
20,平飞,静止,静止,静止,静止,静止,静止
21,平飞,静止,静止,静止,静止,静止,静止
22,平飞,静止,静止,静止,静止,静止,静止
23,平飞,静止,静止,静止,静止,静止,静止
24,平飞,静止,静止,静止,静止,静止,静止
25,平飞,静止,静止,静止,静止,静止,静止
26,平飞,静止,静止,静止,静止,静止,静止
27,平飞,静止,静止,静止,静止,静止,静止
28,平飞,静止,静止,静止,静止,静止,静止
29,平飞,静止,静止,静止,静止,静止,静止
30,平飞,静止,静止,静止,静止,静止,静止
31,平飞,静止,静止,静止,静止,静止,静止
32,平飞,静止,静止,静止,静止,静止,静止
33,平飞,静止,静止,静止,静止,静止,静止
34,平飞,静止,静止,静止,静止,静止,静止
35,平飞,静止,静止,静止,静止,静止,静止
36,平飞,静止,静止,静止,静止,静止,静止
37,平飞,静止,静止,静止,静止,静止,静止
38,平飞,静止,静止,静止,静止,静止,静止
39,平飞,静止,平飞,静止,静止,静止,静止
40,平飞,静止,平飞,静止,静止,静止,静止
41,平飞,静止,平飞,静止,静止,静止,静止
42,平飞,静止,平飞,静止,静止,静止,静止
43,平飞,静止,平飞,静止,静止,静止,静止
44,平飞,静止,平飞,静止,静止,静止,静止
45,平飞,静止,平飞,静止,静止,静止,静止
46,平飞,静止,平飞,静止,静止,静止,静止
47,平飞,静止,平飞,静止,静止,静止,静止
48,平飞,静止,平飞,静止,静止,静止,静止
49,平飞,静止,平飞,静止,静止,静止,静止
50,平飞,静止,平飞,静止,静止,静止,静止
51,平飞,静止,平飞,静止,静止,静止,静止
52,平飞,静止,平飞,静止,静止,静止,静止
53,平飞,静止,平飞,静止,静止,静止,静止
54,平飞,静止,平飞,静止,静止,静止,静止
55,平飞,静止,平飞,静止,静止,静止,静止
56,平飞,静止,平飞,静止,静止,静止,静止
57,平飞,静止,平飞,静止,静止,静止,静止
58,平飞,静止,平飞,静止,静止,静止,静止
59,平飞,静止,平飞,静止,静止,静止,静止
60,平飞,静止,平飞,静止,静止,静止,静止
61,平飞,静止,平飞,静止,静止,静止,静止
62,平飞,静止,平飞,静止,下降飞行,静止,静止
63,平飞,静止,平飞,静止,下降飞行,静止,静止
64,平飞,静止,平飞,静止,平飞,静止,静止
65,平飞,静止,平飞,静止,平飞,静止,静止
66,平飞,静止,平飞,静止,平飞,静止,静止
67,平飞,静止,平飞,静止,平飞,静止,静止
68,平飞,静止,平飞,静止,平飞,静止,静止
69,平飞,静止,平飞,静止,平飞,静止,静止
70,平飞,静止,平飞,静止,平飞,静止,静止
71,平飞,静止,平飞,静止,平飞,静止,静止
72,平飞,静止,平飞,静止,平飞,静止,静止
73,平飞,静止,平飞,静止,平飞,静止,静止
74,平飞,静止,平飞,静止,平飞,静止,静止
75,平飞,静止,平飞,静止,平飞,静止,静止
76,平飞,静止,平飞,静止,平飞,静止,静止
77,平飞,静止,平飞,静止,平飞,静止,静止
78,平飞,静止,平飞,静止,平飞,静止,静止
79,平飞,静止,平飞,静止,平飞,静止,静止
80,平飞,静止,平飞,静止,平飞,静止,静止
81,平飞,静止,平飞,静止,平飞,静止,静止
82,平飞,静止,平飞,静止,平飞,静止,静止
83,平飞,静止,平飞,静止,平飞,静止,静止
84,平飞,静止,平飞,静止,平飞,静止,静止
85,平飞,静止,平飞,静止,平飞,静止,静止
86,平飞,静止,平飞,静止,平飞,静止,静止
87,平飞,静止,平飞,静止,平飞,静止,静止
88,平飞,静止,平飞,静止,平飞,静止,静止
89,平飞,静止,平飞,静止,平飞,静止,静止
90,平飞,静止,平飞,静止,平飞,静止,静止
91,平飞,静止,平飞,静止,平飞,静止,静止
92,平飞,静止,平飞,静止,平飞,静止,静止
93,平飞,静止,平飞,静止,平飞,静止,静止
94,平飞,静止,平飞,静止,平飞,静止,静止
95,平飞,静止,平飞,下降飞行,平飞,静止,静止
96,平飞,静止,平飞,下降飞行,平飞,静止,静止
97,平飞,静止,平飞,平飞,平飞,静止,静止
98,平飞,静止,平飞,平飞,平飞,下降飞行,静止
99,平飞,静止,平飞,平飞,平飞,平飞,静止
100,平飞,静止,平飞,平飞,平飞,平飞,静止
101,平飞,静止,平飞,平飞,平飞,平飞,静止
102,平飞,静止,平飞,平飞,平飞,平飞,静止
103,平飞,静止,平飞,平飞,平飞,平飞,静止
104,平飞,下降飞行,平飞,平飞,平飞,平飞,静止
105,平飞,平飞,平飞,平飞,平飞,平飞,静止
106,平飞,平飞,平飞,平飞,平飞,平飞,静止
107,平飞,平飞,平飞,平飞,平飞,平飞,静止
108,平飞,平飞,平飞,平飞,平飞,平飞,静止
109,平飞,平飞,平飞,平飞,平飞,平飞,静止
110,平飞,平飞,平飞,平飞,平飞,平飞,静止
111,平飞,平飞,平飞,平飞,平飞,平飞,静止
112,平飞,平飞,平飞,平飞,平飞,平飞,静止
113,平飞,平飞,平飞,平飞,平飞,平飞,静止
114,平飞,平飞,平飞,平飞,平飞,平飞,静止
115,平飞,平飞,平飞,平飞,平飞,平飞,静止
116,平飞,平飞,平飞,平飞,平飞,平飞,静止
117,平飞,平飞,平飞,平飞,平飞,平飞,静止
118,平飞,平飞,平飞,平飞,平飞,平飞,静止
119,平飞,平飞,平飞,平飞,平飞,平飞,静止
120,平飞,平飞,平飞,平飞,平飞,平飞,静止
121,平飞,平飞,平飞,平飞,平飞,平飞,静止
122,平飞,平飞,平飞,平飞,平飞,平飞,静止
123,平飞,平飞,平飞,平飞,平飞,平飞,静止
124,平飞,平飞,平飞,平飞,平飞,平飞,静止
125,平飞,平飞,平飞,平飞,平飞,平飞,静止
126,平飞,平飞,平飞,平飞,平飞,平飞,静止
127,平飞,平飞,平飞,平飞,平飞,平飞,静止
128,平飞,平飞,平飞,平飞,平飞,平飞,静止
129,平飞,平飞,平飞,平飞,平飞,平飞,静止
130,平飞,平飞,平飞,平飞,平飞,平飞,静止
131,平飞,平飞,平飞,平飞,平飞,平飞,静止
132,平飞,平飞,平飞,平飞,平飞,平飞,静止
133,平飞,平飞,平飞,平飞,平飞,平飞,静止
134,平飞,平飞,平飞,平飞,平飞,平飞,静止
135,平飞,平飞,平飞,平飞,平飞,平飞,静止
136,平飞,平飞,平飞,平飞,平飞,平飞,静止
137,平飞,平飞,平飞,平飞,平飞,平飞,静止
138,平飞,平飞,平飞,平飞,平飞,平飞,静止
139,平飞,平飞,平飞,平飞,平飞,平飞,静止
140,平飞,平飞,平飞,平飞,平飞,平飞,静止
141,平飞,平飞,平飞,平飞,平飞,平飞,静止
142,平飞,平飞,平飞,平飞,平飞,平飞,静止
143,平飞,平飞,平飞,平飞,平飞,平飞,静止
144,平飞,平飞,平飞,平飞,平飞,平飞,静止
145,平飞,平飞,平飞,平飞,平飞,平飞,静止
146,平飞,平飞,平飞,平飞,平飞,平飞,静止
147,平飞,平飞,平飞,平飞,平飞,平飞,静止
148,平飞,平飞,平飞,平飞,平飞,平飞,静止
149,平飞,平飞,平飞,平飞,平飞,平飞,静止
150,平飞,平飞,平飞,平飞,平飞,平飞,静止
151,平飞,平飞,平飞,平飞,平飞,平飞,静止
152,平飞,平飞,平飞,平飞,平飞,平飞,静止
153,平飞,平飞,平飞,平飞,平飞,平飞,静止
154,平飞,平飞,平飞,平飞,平飞,平飞,静止
155,平飞,平飞,平飞,平飞,平飞,平飞,静止
156,平飞,平飞,平飞,平飞,平飞,平飞,静止
157,平飞,平飞,平飞,平飞,平飞,平飞,静止
158,平飞,平飞,平飞,平飞,平飞,平飞,静止
159,平飞,平飞,平飞,平飞,平飞,平飞,静止
160,平飞,平飞,平飞,平飞,平飞,平飞,静止
161,平飞,平飞,平飞,平飞,平飞,平飞,静止
162,平飞,平飞,平飞,平飞,平飞,平飞,静止
163,平飞,平飞,平飞,平飞,平飞,平飞,静止
164,平飞,平飞,平飞,平飞,平飞,平飞,静止
165,平飞,平飞,平飞,平飞,平飞,平飞,静止
166,平飞,平飞,平飞,平飞,平飞,平飞,静止
167,平飞,平飞,平飞,平飞,平飞,平飞,静止
168,平飞,平飞,平飞,平飞,平飞,平飞,静止
169,平飞,平飞,平飞,平飞,平飞,平飞,静止
170,平飞,平飞,平飞,平飞,平飞,平飞,静止
171,平飞,平飞,平飞,平飞,平飞,平飞,静止
172,平飞,平飞,平飞,平飞,平飞,平飞,静止
173,平飞,平飞,平飞,平飞,平飞,平飞,静止
174,平飞,平飞,平飞,平飞,平飞,平飞,静止
175,平飞,平飞,平飞,平飞,平飞,平飞,静止
176,平飞,平飞,平飞,平飞,平飞,平飞,静止
177,平飞,平飞,平飞,平飞,平飞,平飞,静止
178,平飞,平飞,平飞,平飞,平飞,平飞,静止
179,平飞,平飞,平飞,平飞,平飞,平飞,静止
180,平飞,平飞,平飞,平飞,平飞,平飞,静止
181,平飞,平飞,平飞,平飞,平飞,平飞,静止
182,平飞,平飞,平飞,平飞,平飞,平飞,静止
183,平飞,平飞,平飞,平飞,平飞,平飞,静止
184,平飞,平飞,平飞,平飞,平飞,平飞,静止
185,平飞,平飞,平飞,平飞,平飞,平飞,静止
186,平飞,平飞,平飞,平飞,平飞,平飞,静止
187,平飞,平飞,平飞,平飞,平飞,平飞,静止
188,平飞,平飞,平飞,平飞,平飞,平飞,静止
189,平飞,平飞,平飞,平飞,平飞,平飞,静止
190,平飞,平飞,平飞,平飞,平飞,平飞,静止
191,平飞,平飞,平飞,平飞,平飞,平飞,静止
192,平飞,平飞,平飞,平飞,平飞,平飞,静止
193,平飞,平飞,平飞,平飞,平飞,平飞,静止
194,平飞,平飞,平飞,平飞,平飞,平飞,静止
195,平飞,平飞,平飞,平飞,平飞,平飞,静止
196,平飞,平飞,平飞,平飞,平飞,平飞,静止
197,平飞,平飞,平飞,平飞,平飞,平飞,静止
198,平飞,平飞,平飞,平飞,平飞,平飞,静止
199,平飞,平飞,平飞,平飞,平飞,平飞,静止
200,平飞,平飞,平飞,平飞,平飞,平飞,静止
201,平飞,平飞,平飞,平飞,平飞,平飞,静止
202,平飞,平飞,平飞,平飞,平飞,平飞,静止
203,平飞,平飞,平飞,平飞,平飞,平飞,静止
204,平飞,平飞,平飞,平飞,平飞,平飞,静止
205,平飞,平飞,平飞,平飞,平飞,平飞,静止
206,平飞,平飞,平飞,平飞,平飞,平飞,静止
207,平飞,平飞,平飞,平飞,平飞,平飞,静止
208,平飞,平飞,平飞,平飞,平飞,平飞,静止
209,平飞,平飞,平飞,平飞,平飞,平飞,静止
210,平飞,平飞,平飞,平飞,平飞,平飞,静止
211,平飞,平飞,平飞,平飞,平飞,平飞,静止
212,平飞,平飞,平飞,平飞,平飞,平飞,静止
213,平飞,平飞,平飞,平飞,平飞,平飞,静止
214,平飞,平飞,平飞,平飞,平飞,平飞,静止
215,平飞,平飞,平飞,平飞,平飞,平飞,静止
216,平飞,平飞,平飞,平飞,平飞,平飞,静止
217,平飞,平飞,平飞,平飞,平飞,平飞,静止
218,平飞,平飞,平飞,平飞,平飞,平飞,静止
219,平飞,平飞,平飞,平飞,平飞,平飞,静止
220,平飞,平飞,平飞,平飞,平飞,平飞,静止
221,平飞,平飞,平飞,平飞,平飞,平飞,静止
222,平飞,平飞,平飞,平飞,平飞,平飞,静止
223,平飞,平飞,平飞,平飞,平飞,平飞,静止
224,平飞,平飞,平飞,平飞,平飞,平飞,静止
225,平飞,平飞,平飞,平飞,平飞,平飞,静止
226,平飞,平飞,平飞,平飞,平飞,平飞,静止
227,平飞,平飞,平飞,平飞,平飞,平飞,静止
228,平飞,平飞,平飞,平飞,平飞,平飞,静止
229,平飞,平飞,平飞,平飞,平飞,平飞,静止
230,平飞,平飞,平飞,平飞,平飞,平飞,静止
231,平飞,平飞,平飞,平飞,平飞,平飞,静止
232,平飞,平飞,平飞,平飞,平飞,平飞,静止
233,平飞,平飞,平飞,平飞,平飞,平飞,静止
234,平飞,平飞,平飞,平飞,平飞,平飞,静止
235,平飞,平飞,平飞,平飞,平飞,平飞,静止
236,平飞,平飞,平飞,平飞,平飞,平飞,静止
237,平飞,平飞,平飞,平飞,平飞,平飞,静止
238,平飞,平飞,平飞,平飞,平飞,平飞,静止
239,平飞,平飞,平飞,平飞,平飞,平飞,静止
240,平飞,平飞,平飞,平飞,平飞,平飞,静止
241,平飞,平飞,平飞,平飞,平飞,平飞,静止
242,平飞,平飞,平飞,平飞,平飞,平飞,静止
243,平飞,平飞,平飞,平飞,平飞,平飞,静止
244,平飞,平飞,平飞,平飞,平飞,平飞,静止
245,平飞,平飞,平飞,平飞,平飞,平飞,静止
246,平飞,平飞,平飞,平飞,平飞,平飞,静止
247,平飞,平飞,平飞,平飞,平飞,平飞,静止
248,平飞,平飞,平飞,平飞,平飞,平飞,静止
249,平飞,平飞,平飞,平飞,平飞,平飞,静止
250,平飞,平飞,平飞,平飞,平飞,平飞,静止
251,平飞,平飞,平飞,平飞,平飞,平飞,静止
252,平飞,平飞,平飞,平飞,平飞,平飞,静止
253,平飞,平飞,平飞,平飞,平飞,平飞,静止
254,平飞,平飞,平飞,平飞,平飞,平飞,静止
255,平飞,平飞,平飞,平飞,平飞,平飞,静止
256,平飞,平飞,平飞,平飞,平飞,平飞,静止
257,平飞,平飞,平飞,平飞,平飞,平飞,静止
258,平飞,平飞,平飞,平飞,平飞,平飞,静止
259,平飞,平飞,平飞,平飞,平飞,平飞,静止
260,平飞,平飞,平飞,平飞,平飞,平飞,静止
261,平飞,平飞,平飞,平飞,平飞,平飞,静止
262,平飞,平飞,平飞,平飞,平飞,平飞,静止
263,平飞,平飞,平飞,平飞,平飞,平飞,静止
264,平飞,平飞,平飞,平飞,平飞,平飞,静止
265,平飞,平飞,平飞,平飞,平飞,平飞,静止
266,平飞,平飞,平飞,平飞,平飞,平飞,静止
267,平飞,平飞,平飞,平飞,平飞,平飞,静止
268,平飞,平飞,平飞,平飞,平飞,平飞,静止
269,平飞,平飞,平飞,平飞,平飞,平飞,静止
270,平飞,平飞,平飞,平飞,平飞,平飞,静止
271,平飞,平飞,平飞,平飞,平飞,平飞,静止
272,平飞,平飞,平飞,平飞,平飞,平飞,静止
273,平飞,平飞,平飞,平飞,平飞,平飞,静止
274,平飞,平飞,平飞,平飞,平飞,平飞,静止
275,平飞,平飞,平飞,平飞,平飞,平飞,静止
276,平飞,平飞,平飞,平飞,平飞,平飞,静止
277,平飞,平飞,平飞,平飞,平飞,平飞,静止
278,平飞,平飞,平飞,平飞,平飞,平飞,静止
279,平飞,平飞,平飞,平飞,平飞,平飞,静止
280,平飞,平飞,平飞,平飞,平飞,平飞,静止
281,平飞,平飞,平飞,平飞,平飞,平飞,静止
282,平飞,平飞,平飞,平飞,平飞,平飞,静止
283,平飞,平飞,平飞,平飞,平飞,平飞,静止
284,平飞,平飞,平飞,平飞,平飞,平飞,静止
285,平飞,平飞,平飞,平飞,平飞,平飞,静止
286,平飞,平飞,平飞,平飞,平飞,平飞,静止
287,平飞,平飞,平飞,平飞,平飞,平飞,静止
288,平飞,平飞,平飞,平飞,平飞,平飞,静止
289,平飞,平飞,平飞,平飞,平飞,平飞,静止
290,平飞,平飞,平飞,平飞,平飞,平飞,静止
291,平飞,平飞,平飞,平飞,平飞,平飞,静止
292,平飞,平飞,平飞,平飞,平飞,平飞,静止
293,平飞,平飞,平飞,平飞,平飞,平飞,静止
294,平飞,平飞,平飞,平飞,平飞,平飞,静止
295,平飞,平飞,平飞,平飞,平飞,平飞,静止
296,平飞,平飞,平飞,平飞,平飞,平飞,静止
297,平飞,平飞,平飞,平飞,平飞,平飞,静止
298,平飞,平飞,平飞,平飞,平飞,平飞,静止
299,平飞,平飞,平飞,平飞,平飞,平飞,静止
300,平飞,平飞,平飞,平飞,平飞,平飞,静止
301,平飞,平飞,平飞,平飞,平飞,平飞,静止
302,平飞,平飞,平飞,平飞,平飞,平飞,静止
303,平飞,平飞,平飞,平飞,平飞,平飞,静止
304,平飞,平飞,平飞,平飞,平飞,平飞,静止
305,平飞,平飞,平飞,平飞,平飞,平飞,静止
306,平飞,平飞,平飞,平飞,平飞,平飞,静止
307,平飞,平飞,平飞,平飞,平飞,平飞,静止
308,平飞,平飞,平飞,平飞,平飞,平飞,静止
309,平飞,平飞,平飞,平飞,平飞,平飞,静止
310,平飞,平飞,平飞,平飞,平飞,平飞,静止
311,平飞,平飞,平飞,平飞,平飞,平飞,静止
312,平飞,平飞,平飞,平飞,平飞,平飞,静止
313,平飞,平飞,平飞,平飞,平飞,平飞,静止
314,平飞,平飞,平飞,平飞,平飞,平飞,静止
315,平飞,平飞,平飞,平飞,平飞,平飞,静止
316,平飞,平飞,平飞,平飞,平飞,平飞,静止
317,平飞,平飞,平飞,平飞,平飞,平飞,静止
318,平飞,平飞,平飞,平飞,平飞,平飞,静止
319,平飞,平飞,平飞,平飞,平飞,平飞,静止
320,平飞,平飞,平飞,平飞,平飞,平飞,静止
321,平飞,平飞,平飞,平飞,平飞,平飞,静止
322,平飞,平飞,平飞,平飞,平飞,平飞,静止
323,平飞,平飞,平飞,平飞,平飞,平飞,静止
324,平飞,平飞,平飞,平飞,平飞,平飞,静止
325,平飞,平飞,平飞,平飞,平飞,平飞,静止
326,平飞,平飞,平飞,平飞,平飞,平飞,静止
327,平飞,平飞,平飞,平飞,平飞,平飞,静止
328,平飞,平飞,平飞,平飞,平飞,平飞,静止
329,平飞,平飞,平飞,平飞,平飞,平飞,静止
330,平飞,平飞,平飞,平飞,平飞,平飞,静止
331,平飞,平飞,平飞,平飞,平飞,平飞,静止
332,平飞,平飞,平飞,平飞,平飞,平飞,静止
333,平飞,平飞,平飞,平飞,平飞,平飞,静止
334,平飞,平飞,平飞,平飞,平飞,平飞,静止
335,平飞,平飞,平飞,平飞,平飞,平飞,静止
336,平飞,平飞,平飞,平飞,平飞,平飞,静止
337,平飞,平飞,平飞,平飞,平飞,平飞,静止
338,平飞,平飞,平飞,平飞,平飞,平飞,静止
339,平飞,平飞,平飞,平飞,平飞,平飞,静止
340,平飞,平飞,平飞,平飞,平飞,平飞,静止
341,平飞,平飞,平飞,平飞,平飞,平飞,静止
342,平飞,平飞,平飞,平飞,平飞,平飞,静止
343,平飞,平飞,平飞,平飞,平飞,平飞,静止
344,平飞,平飞,平飞,平飞,平飞,平飞,静止
345,平飞,平飞,平飞,平飞,平飞,平飞,静止
346,平飞,平飞,平飞,平飞,平飞,平飞,静止
347,平飞,平飞,平飞,平飞,平飞,平飞,静止
348,平飞,平飞,平飞,平飞,平飞,平飞,静止
349,平飞,平飞,平飞,平飞,平飞,平飞,静止
350,平飞,平飞,平飞,平飞,平飞,平飞,静止
351,平飞,平飞,平飞,平飞,平飞,平飞,静止
352,平飞,平飞,平飞,平飞,平飞,平飞,静止
353,平飞,平飞,平飞,平飞,平飞,平飞,静止
354,平飞,平飞,平飞,平飞,平飞,平飞,静止
355,平飞,平飞,平飞,平飞,平飞,平飞,静止
356,平飞,平飞,平飞,平飞,平飞,平飞,静止
357,平飞,平飞,平飞,平飞,平飞,平飞,静止
358,平飞,平飞,平飞,平飞,平飞,平飞,静止
359,平飞,平飞,平飞,平飞,平飞,平飞,静止
360,平飞,平飞,平飞,平飞,平飞,平飞,静止
361,平飞,平飞,平飞,平飞,平飞,平飞,静止
362,平飞,平飞,平飞,平飞,平飞,平飞,静止
363,平飞,平飞,平飞,平飞,平飞,平飞,静止
364,平飞,平飞,平飞,平飞,平飞,平飞,静止
365,平飞,平飞,平飞,平飞,平飞,平飞,静止
366,平飞,平飞,平飞,平飞,平飞,平飞,静止
367,平飞,平飞,平飞,平飞,平飞,平飞,静止
368,平飞,平飞,平飞,平飞,平飞,平飞,静止
369,平飞,平飞,平飞,平飞,平飞,平飞,静止
370,平飞,平飞,平飞,平飞,平飞,平飞,静止
371,平飞,平飞,平飞,平飞,平飞,平飞,静止
372,平飞,平飞,平飞,平飞,平飞,平飞,静止
373,平飞,平飞,平飞,平飞,平飞,平飞,静止
374,平飞,平飞,平飞,平飞,平飞,平飞,静止
375,平飞,平飞,平飞,平飞,平飞,平飞,静止
376,平飞,平飞,平飞,平飞,平飞,平飞,静止
377,平飞,平飞,平飞,平飞,平飞,平飞,静止
378,平飞,平飞,平飞,平飞,平飞,平飞,静止
379,平飞,平飞,平飞,平飞,平飞,平飞,静止
380,平飞,平飞,平飞,平飞,平飞,平飞,静止
381,平飞,平飞,平飞,平飞,平飞,平飞,静止
382,平飞,平飞,平飞,平飞,平飞,平飞,静止
383,平飞,平飞,平飞,平飞,平飞,平飞,静止
384,平飞,平飞,平飞,平飞,平飞,平飞,静止
385,平飞,平飞,平飞,平飞,平飞,平飞,静止
386,平飞,平飞,平飞,平飞,平飞,平飞,静止
387,平飞,平飞,平飞,平飞,平飞,平飞,静止
388,平飞,平飞,平飞,平飞,平飞,平飞,静止
389,平飞,平飞,平飞,平飞,平飞,平飞,静止
390,平飞,平飞,平飞,平飞,平飞,平飞,静止
391,平飞,平飞,平飞,平飞,平飞,平飞,静止
392,平飞,平飞,平飞,平飞,平飞,平飞,静止
393,平飞,平飞,平飞,平飞,平飞,平飞,静止
394,平飞,平飞,平飞,平飞,平飞,平飞,静止
395,平飞,平飞,平飞,平飞,平飞,平飞,静止
396,平飞,平飞,平飞,平飞,平飞,平飞,静止
397,平飞,平飞,平飞,平飞,平飞,平飞,静止
398,平飞,平飞,平飞,平飞,平飞,平飞,静止
399,平飞,平飞,平飞,平飞,平飞,平飞,静止
400,平飞,平飞,平飞,平飞,平飞,平飞,静止
401,平飞,平飞,平飞,平飞,平飞,平飞,静止
402,平飞,平飞,平飞,平飞,平飞,平飞,静止
403,平飞,平飞,平飞,平飞,平飞,平飞,静止
404,平飞,平飞,平飞,平飞,平飞,平飞,静止
405,平飞,平飞,平飞,平飞,平飞,平飞,静止
406,平飞,平飞,平飞,平飞,平飞,平飞,静止
407,平飞,平飞,平飞,平飞,平飞,平飞,静止
408,平飞,平飞,平飞,平飞,平飞,平飞,静止
409,平飞,平飞,平飞,平飞,平飞,平飞,静止
410,平飞,平飞,平飞,平飞,平飞,平飞,静止
411,平飞,平飞,平飞,平飞,平飞,平飞,静止
412,平飞,平飞,平飞,平飞,平飞,平飞,静止
413,平飞,平飞,平飞,平飞,平飞,平飞,静止
414,平飞,平飞,平飞,平飞,平飞,平飞,静止
415,平飞,平飞,平飞,平飞,平飞,平飞,静止
416,平飞,平飞,平飞,平飞,平飞,平飞,静止
417,平飞,平飞,平飞,平飞,平飞,平飞,静止
418,平飞,平飞,平飞,平飞,平飞,平飞,静止
419,平飞,平飞,平飞,平飞,平飞,平飞,静止
420,平飞,平飞,平飞,平飞,平飞,平飞,静止
421,平飞,平飞,平飞,平飞,平飞,平飞,静止
422,平飞,平飞,平飞,平飞,平飞,平飞,静止
423,平飞,平飞,平飞,平飞,平飞,平飞,静止
424,平飞,平飞,平飞,平飞,平飞,平飞,静止
425,平飞,平飞,平飞,平飞,平飞,平飞,静止
426,平飞,平飞,平飞,平飞,平飞,平飞,静止
427,平飞,平飞,平飞,平飞,平飞,平飞,静止
428,平飞,平飞,平飞,平飞,平飞,平飞,静止
429,平飞,平飞,平飞,平飞,平飞,平飞,静止
430,平飞,平飞,平飞,平飞,平飞,平飞,静止
431,平飞,平飞,平飞,平飞,平飞,平飞,静止
432,平飞,平飞,平飞,平飞,平飞,平飞,静止
433,平飞,平飞,平飞,平飞,平飞,平飞,静止
434,平飞,平飞,平飞,平飞,平飞,平飞,静止
435,平飞,平飞,平飞,平飞,平飞,平飞,静止
