UnixTime,102,105,106,108,109,10C,10F
868,平飞,平飞,平飞,平飞,平飞,平飞,平飞
869,平飞,平飞,平飞,平飞,平飞,平飞,平飞
870,平飞,平飞,平飞,平飞,平飞,平飞,平飞
871,平飞,平飞,平飞,平飞,平飞,平飞,平飞
872,平飞,平飞,平飞,平飞,平飞,平飞,平飞
873,平飞,平飞,平飞,平飞,平飞,平飞,平飞
874,平飞,平飞,平飞,平飞,平飞,平飞,平飞
875,平飞,平飞,平飞,平飞,平飞,平飞,平飞
876,平飞,平飞,平飞,平飞,平飞,平飞,平飞
877,平飞,平飞,平飞,平飞,平飞,平飞,平飞
878,平飞,平飞,平飞,平飞,平飞,平飞,平飞
879,平飞,平飞,平飞,平飞,平飞,平飞,平飞
880,平飞,平飞,平飞,平飞,平飞,平飞,平飞
881,平飞,平飞,平飞,平飞,平飞,平飞,平飞
882,平飞,平飞,平飞,平飞,平飞,平飞,平飞
883,平飞,平飞,平飞,平飞,平飞,平飞,平飞
884,平飞,平飞,平飞,平飞,平飞,平飞,平飞
885,平飞,平飞,平飞,平飞,平飞,平飞,平飞
886,平飞,平飞,平飞,平飞,平飞,平飞,平飞
887,平飞,平飞,平飞,平飞,平飞,平飞,平飞
888,平飞,平飞,平飞,平飞,平飞,平飞,平飞
889,平飞,平飞,平飞,平飞,平飞,平飞,平飞
890,平飞,平飞,平飞,平飞,平飞,平飞,平飞
891,平飞,平飞,平飞,平飞,平飞,平飞,平飞
892,平飞,平飞,平飞,平飞,平飞,平飞,平飞
893,平飞,平飞,平飞,平飞,平飞,平飞,平飞
894,平飞,平飞,平飞,平飞,平飞,平飞,平飞
895,平飞,平飞,平飞,平飞,平飞,平飞,平飞
896,平飞,平飞,平飞,平飞,平飞,平飞,平飞
897,平飞,平飞,平飞,平飞,平飞,平飞,平飞
898,平飞,平飞,平飞,平飞,平飞,平飞,平飞
899,平飞,平飞,平飞,平飞,平飞,平飞,平飞
900,平飞,平飞,平飞,平飞,平飞,平飞,平飞
901,平飞,平飞,平飞,平飞,平飞,平飞,平飞
902,平飞,平飞,平飞,平飞,平飞,平飞,平飞
903,平飞,平飞,平飞,平飞,平飞,平飞,平飞
904,平飞,平飞,平飞,平飞,平飞,平飞,平飞
905,平飞,平飞,平飞,平飞,平飞,平飞,平飞
906,平飞,平飞,平飞,平飞,平飞,平飞,平飞
907,平飞,平飞,平飞,平飞,平飞,平飞,平飞
908,平飞,平飞,平飞,平飞,平飞,平飞,平飞
909,平飞,平飞,平飞,平飞,平飞,平飞,平飞
910,平飞,平飞,平飞,平飞,平飞,平飞,平飞
911,平飞,平飞,平飞,平飞,平飞,平飞,平飞
912,平飞,平飞,平飞,平飞,平飞,平飞,平飞
913,平飞,平飞,平飞,平飞,平飞,平飞,平飞
914,平飞,平飞,平飞,平飞,平飞,平飞,平飞
915,平飞,平飞,平飞,平飞,平飞,平飞,平飞
916,平飞,平飞,平飞,平飞,平飞,平飞,平飞
917,平飞,平飞,平飞,平飞,平飞,平飞,平飞
918,平飞,平飞,平飞,平飞,平飞,平飞,平飞
919,平飞,平飞,平飞,平飞,平飞,平飞,平飞
920,平飞,平飞,平飞,平飞,平飞,平飞,平飞
921,平飞,平飞,平飞,平飞,平飞,平飞,平飞
922,平飞,平飞,平飞,平飞,平飞,平飞,平飞
923,平飞,平飞,平飞,平飞,平飞,平飞,平飞
924,平飞,平飞,平飞,平飞,平飞,平飞,平飞
925,平飞,平飞,平飞,平飞,平飞,平飞,平飞
926,平飞,平飞,平飞,平飞,平飞,平飞,平飞
927,平飞,平飞,平飞,平飞,平飞,平飞,平飞
928,平飞,平飞,平飞,平飞,平飞,平飞,平飞
929,平飞,平飞,平飞,平飞,平飞,平飞,平飞
930,平飞,平飞,平飞,平飞,平飞,平飞,平飞
931,平飞,平飞,平飞,平飞,平飞,平飞,平飞
932,平飞,平飞,平飞,平飞,平飞,平飞,平飞
933,平飞,平飞,平飞,平飞,平飞,平飞,平飞
934,平飞,平飞,平飞,平飞,平飞,平飞,平飞
935,平飞,平飞,平飞,平飞,平飞,平飞,平飞
936,平飞,平飞,平飞,平飞,平飞,平飞,平飞
937,平飞,平飞,平飞,平飞,平飞,平飞,平飞
938,平飞,平飞,平飞,平飞,平飞,平飞,平飞
939,平飞,平飞,平飞,平飞,平飞,平飞,平飞
940,平飞,平飞,平飞,平飞,平飞,平飞,平飞
941,平飞,平飞,平飞,平飞,平飞,平飞,平飞
942,平飞,平飞,平飞,平飞,平飞,平飞,平飞
943,平飞,平飞,平飞,平飞,平飞,平飞,平飞
944,平飞,平飞,平飞,平飞,平飞,平飞,平飞
945,平飞,平飞,平飞,平飞,平飞,平飞,平飞
946,平飞,平飞,平飞,平飞,平飞,平飞,平飞
947,平飞,平飞,平飞,平飞,平飞,平飞,平飞
948,平飞,平飞,平飞,平飞,平飞,平飞,平飞
949,平飞,平飞,平飞,平飞,平飞,平飞,平飞
950,平飞,平飞,平飞,平飞,平飞,平飞,平飞
951,平飞,平飞,平飞,平飞,平飞,平飞,平飞
952,平飞,平飞,平飞,平飞,平飞,平飞,平飞
953,平飞,平飞,平飞,平飞,平飞,平飞,平飞
954,平飞,平飞,平飞,平飞,平飞,平飞,平飞
955,平飞,平飞,平飞,平飞,平飞,平飞,平飞
956,平飞,平飞,平飞,平飞,平飞,平飞,平飞
957,平飞,平飞,平飞,平飞,平飞,平飞,平飞
958,平飞,平飞,平飞,平飞,平飞,平飞,平飞
959,平飞,平飞,平飞,平飞,平飞,平飞,平飞
960,平飞,平飞,平飞,平飞,平飞,平飞,平飞
961,平飞,平飞,平飞,平飞,平飞,平飞,平飞
962,平飞,平飞,平飞,平飞,平飞,平飞,平飞
963,平飞,平飞,平飞,平飞,平飞,平飞,平飞
964,平飞,平飞,平飞,平飞,平飞,平飞,平飞
965,平飞,平飞,平飞,平飞,平飞,平飞,平飞
966,平飞,平飞,平飞,平飞,平飞,平飞,平飞
967,平飞,平飞,平飞,平飞,平飞,平飞,平飞
968,平飞,平飞,平飞,平飞,平飞,平飞,平飞
969,平飞,平飞,平飞,平飞,平飞,平飞,平飞
970,平飞,平飞,平飞,平飞,平飞,平飞,平飞
971,平飞,平飞,平飞,平飞,平飞,平飞,平飞
972,平飞,平飞,平飞,平飞,平飞,平飞,平飞
973,平飞,平飞,平飞,平飞,平飞,平飞,平飞
974,平飞,平飞,平飞,平飞,平飞,平飞,平飞
975,平飞,平飞,平飞,平飞,平飞,平飞,平飞
976,平飞,平飞,平飞,平飞,平飞,平飞,平飞
977,平飞,平飞,平飞,平飞,平飞,平飞,平飞
978,平飞,平飞,平飞,平飞,平飞,平飞,平飞
979,平飞,平飞,平飞,平飞,平飞,平飞,平飞
980,平飞,平飞,平飞,平飞,平飞,平飞,平飞
981,平飞,平飞,平飞,平飞,平飞,平飞,平飞
982,平飞,平飞,平飞,平飞,平飞,平飞,平飞
983,平飞,平飞,平飞,平飞,平飞,平飞,平飞
984,平飞,平飞,平飞,平飞,平飞,平飞,平飞
985,平飞,平飞,平飞,平飞,平飞,平飞,平飞
986,平飞,平飞,平飞,平飞,平飞,平飞,平飞
987,平飞,平飞,平飞,平飞,平飞,平飞,平飞
988,平飞,平飞,平飞,平飞,平飞,平飞,平飞
989,平飞,平飞,平飞,平飞,平飞,平飞,平飞
990,平飞,平飞,平飞,平飞,平飞,平飞,平飞
991,平飞,平飞,平飞,平飞,平飞,平飞,平飞
992,平飞,平飞,平飞,平飞,平飞,平飞,平飞
993,平飞,平飞,平飞,平飞,平飞,平飞,平飞
994,平飞,平飞,平飞,平飞,平飞,平飞,平飞
995,平飞,平飞,平飞,平飞,平飞,平飞,平飞
996,平飞,平飞,平飞,平飞,平飞,平飞,平飞
997,平飞,平飞,平飞,平飞,平飞,平飞,平飞
998,平飞,平飞,平飞,平飞,平飞,平飞,平飞
999,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1000,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1001,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1002,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1003,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1004,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1005,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1006,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1007,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1008,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1009,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1010,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1011,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1012,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1013,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1014,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1015,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1016,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1017,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1018,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1019,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1020,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1021,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1022,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1023,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1024,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1025,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1026,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1027,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1028,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1029,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1030,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1031,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1032,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1033,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1034,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1035,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1036,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1037,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1038,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1039,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1040,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1041,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1042,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1043,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1044,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1045,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1046,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1047,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1048,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1049,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1050,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1051,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1052,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1053,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1054,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1055,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1056,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1057,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1058,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1059,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1060,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1061,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1062,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1063,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1064,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1065,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1066,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1067,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1068,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1069,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1070,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1071,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1072,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1073,平飞,平飞,平飞,平飞,平飞,平飞,平飞
1074,平飞,平飞,平飞,平飞,上升飞行,平飞,平飞
1075,平飞,平飞,平飞,平飞,上升飞行,平飞,平飞
1076,平飞,平飞,平飞,平飞,上升飞行,平飞,平飞
1077,平飞,平飞,平飞,平飞,上升飞行,平飞,平飞
1078,平飞,平飞,平飞,平飞,上升飞行,平飞,平飞
1079,平飞,平飞,平飞,平飞,上升飞行,平飞,平飞
1080,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1081,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1082,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1083,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1084,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1085,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1086,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1087,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1088,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1089,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1090,平飞,上升飞行,平飞,平飞,上升飞行,平飞,平飞
1091,平飞,上升飞行,平飞,上升飞行,上升飞行,平飞,平飞
1092,平飞,上升飞行,平飞,上升飞行,平飞,平飞,平飞
1093,平飞,上升飞行,平飞,上升飞行,平飞,平飞,平飞
1094,平飞,上升飞行,平飞,上升飞行,平飞,平飞,平飞
1095,平飞,下降飞行,平飞,上升飞行,平飞,平飞,平飞
1096,平飞,下降飞行,平飞,上升飞行,平飞,平飞,平飞
1097,平飞,下降飞行,平飞,上升飞行,平飞,平飞,平飞
1098,平飞,下降飞行,平飞,上升飞行,平飞,平飞,平飞
1099,平飞,下降飞行,平飞,上升飞行,平飞,平飞,平飞
1100,平飞,下降飞行,平飞,上升飞行,平飞,平飞,平飞
1101,平飞,下降飞行,平飞,上升飞行,平飞,向左下降飞行,平飞
1102,平飞,下降飞行,平飞,上升飞行,平飞,向左下降飞行,平飞
1103,平飞,下降飞行,平飞,上升飞行,平飞,向左下降飞行,平飞
1104,平飞,下降飞行,平飞,上升飞行,平飞,向左下降飞行,平飞
1105,平飞,下降飞行,平飞,上升飞行,平飞,向左上升飞行,上升飞行
1106,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1107,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1108,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1109,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1110,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1111,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1112,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1113,平飞,下降飞行,上升飞行,上升飞行,平飞,向左上升飞行,上升飞行
1114,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1115,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1116,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1117,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1118,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1119,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1120,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1121,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1122,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1123,平飞,下降飞行,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1124,平飞,平飞,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1125,平飞,平飞,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1126,平飞,平飞,上升飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1127,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1128,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1129,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1130,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1131,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1132,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1133,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1134,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1135,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,上升飞行
1136,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1137,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1138,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1139,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1140,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1141,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1142,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1143,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,向左下降飞行
1144,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,平飞
1145,平飞,平飞,向左飞行,向左上升飞行,平飞,向左上升飞行,平飞
1146,平飞,平飞,向左飞行,平飞,平飞,向左上升飞行,平飞
1147,平飞,平飞,向左飞行,平飞,平飞,向左上升飞行,平飞
1148,平飞,平飞,向左飞行,平飞,平飞,向左上升飞行,平飞
1149,平飞,平飞,向左飞行,平飞,平飞,向左上升飞行,平飞
1150,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1151,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1152,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1153,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1154,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1155,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1156,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1157,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1158,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1159,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1160,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1161,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1162,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1163,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1164,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1165,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1166,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1167,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1168,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1169,平飞,平飞,向右飞行,平飞,平飞,向左上升飞行,平飞
1170,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1171,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1172,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1173,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1174,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1175,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1176,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1177,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1178,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1179,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1180,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,平飞
1181,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,向左飞行
1182,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,向左飞行
1183,平飞,下降飞行,向右飞行,平飞,平飞,向左上升飞行,向左飞行
1184,平飞,下降飞行,平飞,平飞,平飞,向左上升飞行,向左飞行
1185,平飞,下降飞行,平飞,平飞,平飞,向左上升飞行,向左飞行
1186,平飞,下降飞行,平飞,平飞,平飞,向左上升飞行,向左飞行
1187,平飞,下降飞行,平飞,平飞,平飞,向左上升飞行,向左飞行
1188,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1189,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1190,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1191,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1192,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1193,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1194,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1195,平飞,平飞,平飞,平飞,平飞,向左上升飞行,向左飞行
1196,平飞,平飞,平飞,平飞,向右下降飞行,向左上升飞行,向左飞行
1197,平飞,平飞,下降飞行,平飞,向右下降飞行,向左上升飞行,向左飞行
1198,平飞,平飞,下降飞行,平飞,向右下降飞行,向左上升飞行,向左飞行
1199,平飞,平飞,下降飞行,平飞,向右下降飞行,向左上升飞行,向左飞行
1200,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1201,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1202,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1203,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1204,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1205,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1206,平飞,平飞,下降飞行,平飞,向左下降飞行,向左上升飞行,向左飞行
1207,平飞,平飞,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1208,平飞,平飞,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1209,平飞,平飞,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1210,平飞,平飞,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1211,平飞,平飞,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1212,平飞,平飞,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1213,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1214,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1215,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1216,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1217,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1218,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1219,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1220,平飞,向右飞行,下降飞行,向右飞行,向左下降飞行,向左上升飞行,向左飞行
1221,平飞,向右飞行,下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1222,平飞,向右飞行,下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1223,平飞,向右飞行,下降飞行,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1224,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1225,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1226,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1227,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1228,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1229,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
1230,平飞,向右飞行,平飞,向右下降飞行,向左下降飞行,向左上升飞行,向左飞行
