UnixTime,102,105,106,108,109,10C,10F
2003,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2004,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2005,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2006,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2007,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2008,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2009,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2010,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2011,平飞,向左下降飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2012,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2013,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2014,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2015,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2016,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2017,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,下降飞行,向右下降飞行
2018,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行,下降飞行,向右下降飞行
2019,平飞,向右上升飞行,向右上升飞行,向右下降飞行,向右下降飞行,下降飞行,向右下降飞行
2020,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2021,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2022,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2023,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2024,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2025,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2026,平飞,向右上升飞行,向右上升飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2027,平飞,向右上升飞行,向右飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2028,平飞,向右上升飞行,向右飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2029,平飞,向右上升飞行,向右飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2030,平飞,向右上升飞行,向右飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2031,平飞,向右上升飞行,向右飞行,向左上升飞行,向右下降飞行,下降飞行,向右下降飞行
2032,平飞,向右上升飞行,向右飞行,向左下降飞行,向右下降飞行,下降飞行,向右下降飞行
2033,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行,下降飞行,向右下降飞行
2034,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向右下降飞行
2035,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向左下降飞行
2036,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向左下降飞行
2037,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向左下降飞行
2038,平飞,向右上升飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向左下降飞行
2039,平飞,向左下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向左下降飞行
2040,平飞,向左下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向右飞行,向左下降飞行
2041,平飞,向左下降飞行,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行
2042,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2043,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2044,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2045,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2046,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2047,平飞,向左下降飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2048,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2049,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向右下降飞行,向左上升飞行,向右上升飞行
2050,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2051,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2052,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2053,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2054,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2055,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右上升飞行
2056,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右上升飞行
2057,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2058,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2059,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2060,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2061,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2062,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2063,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2064,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向左飞行
2065,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左飞行
2066,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左飞行
2067,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左飞行
2068,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左飞行
2069,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左飞行
2070,平飞,向左上升飞行,向右下降飞行,向左上升飞行,向左下降飞行,向左下降飞行,向左飞行
2071,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2072,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2073,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2074,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2075,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2076,平飞,向左上升飞行,向右下降飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2077,平飞,向左上升飞行,向右上升飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2078,平飞,向左上升飞行,向右上升飞行,向右上升飞行,向左下降飞行,向左下降飞行,向右下降飞行
2079,平飞,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行
2080,平飞,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行
2081,平飞,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行
2082,平飞,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行
2083,平飞,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左下降飞行,向右下降飞行
2084,平飞,向左上升飞行,向右上升飞行,向右下降飞行,向左下降飞行,向左飞行,向右下降飞行
2085,平飞,向左上升飞行,向左上升飞行,向右下降飞行,向左下降飞行,向左飞行,向右下降飞行
2086,平飞,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左飞行,向右下降飞行
2087,平飞,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左飞行,向右下降飞行
2088,平飞,向左上升飞行,向左上升飞行,向右下降飞行,向左上升飞行,向左飞行,向右下降飞行
2089,平飞,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右下降飞行
2090,平飞,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右下降飞行
2091,平飞,向左上升飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2092,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2093,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2094,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2095,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2096,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2097,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2098,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向左飞行,向右上升飞行
2099,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,向左飞行,向右上升飞行
2100,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
2101,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
2102,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左下降飞行,向右上升飞行,向右上升飞行
2103,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2104,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2105,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2106,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2107,平飞,向右下降飞行,向左下降飞行,向右下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2108,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2109,平飞,向右下降飞行,向左下降飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2110,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2111,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2112,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2113,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2114,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2115,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2116,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右上升飞行
2117,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右飞行
2118,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右飞行
2119,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右飞行
2120,平飞,向右下降飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右飞行
2121,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右飞行
2122,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右上升飞行,向右飞行
2123,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左上升飞行,向右下降飞行,向右飞行
2124,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行
2125,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行
2126,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行
2127,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行
2128,平飞,向右上升飞行,向左上升飞行,向左下降飞行,向左下降飞行,向右下降飞行,向右飞行
2129,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2130,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2131,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2132,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2133,平飞,向右上升飞行,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2134,平飞,向右上升飞行,向左飞行,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2135,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2136,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2137,平飞,向右下降飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2138,平飞,向右下降飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2139,平飞,向右下降飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2140,平飞,向右下降飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2141,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2142,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向右飞行
2143,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行
2144,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行
2145,平飞,向右上升飞行,静止,向左下降飞行,向左下降飞行,向左下降飞行,向左下降飞行
2146,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,向左下降飞行
2147,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,向左下降飞行
2148,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,向左下降飞行
2149,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,向左下降飞行
2150,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向左下降飞行,向左下降飞行
2151,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
2152,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
2153,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
2154,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左下降飞行
2155,平飞,向右上升飞行,静止,向左下降飞行,向右上升飞行,向右上升飞行,向左上升飞行
2156,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2157,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2158,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2159,平飞,向右上升飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2160,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2161,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2162,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2163,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2164,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向右上升飞行,向左上升飞行
2165,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行
2166,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,向左上升飞行
2167,平飞,向右下降飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,向右上升飞行
2168,平飞,向左下降飞行,静止,向左下降飞行,向左上升飞行,向左下降飞行,向右上升飞行
2169,平飞,向左下降飞行,静止,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2170,平飞,向左下降飞行,静止,向左下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2171,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2172,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2173,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2174,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2175,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2176,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2177,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2178,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2179,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2180,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2181,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2182,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2183,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2184,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向右上升飞行
2185,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2186,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向右上升飞行
2187,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
2188,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
2189,平飞,向左下降飞行,静止,向右上升飞行,向左上升飞行,向左上升飞行,向左下降飞行
2190,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2191,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2192,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2193,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2194,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2195,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2196,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2197,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2198,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2199,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2200,平飞,向左下降飞行,静止,向右下降飞行,向左上升飞行,向左上升飞行,向左下降飞行
2201,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
2202,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
2203,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向左上升飞行,向左下降飞行
2204,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左下降飞行
2205,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左下降飞行
2206,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2207,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2208,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2209,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2210,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2211,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2212,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2213,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2214,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2215,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右上升飞行,向左上升飞行
2216,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右下降飞行,向左上升飞行
2217,平飞,向左下降飞行,静止,向右上升飞行,向右下降飞行,向右下降飞行,向左上升飞行
2218,平飞,向左下降飞行,静止,向右下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
2219,平飞,向左下降飞行,静止,向右下降飞行,向右下降飞行,向右下降飞行,向左上升飞行
2220,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向左上升飞行
2221,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向左上升飞行
2222,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向左上升飞行
2223,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行
2224,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行
2225,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行
2226,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右下降飞行,向右飞行
2227,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右上升飞行,向右飞行
2228,平飞,向左下降飞行,静止,向右下降飞行,向右上升飞行,向右上升飞行,向右飞行
2229,平飞,向左下降飞行,静止,向右下降飞行,向右下降飞行,向右上升飞行,向右飞行
2230,平飞,向左下降飞行,静止,向右下降飞行,向右下降飞行,向右上升飞行,向右飞行
2231,平飞,向左下降飞行,静止,向右下降飞行,向右下降飞行,向右上升飞行,向右飞行
